polarity,text,
neg,just leaving the parking lot of work! 
neg,The Life is cool. But not for Me. 
neg,"Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will. "
neg,I had such a nice day. Too bad the rain comes in tomorrow at 5am 
neg,@Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks 
neg,Damm back to school tomorrow 
neg,"Mo jobs, no money.  how in the hell is min wage here 4 f'n clams an hour?"
neg,@katortiz  Not forever... See you soon!
neg,"@Lt_Algonquin agreed, I saw the failwhale allllll day today. "
neg,@jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry  I'm so terrible at that. I need a pop up!
neg,@ninjen I'm sure you're right...    I need to start working out with you and the Nikster... Or Jared at least!
neg,i really hate how people diss my bands!  Trace is clearly NOT ugly!
neg,"Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes  Lucky did not run into any cute girls."
neg,Why won't you show my location?!   http://twitpic.com/2y2es
neg,No picnic  my phone smells like citrus.
neg,"@ashleyac My donkey is sensitive about such comments. Nevertheless, he'd (and me'd) be glad to see your mug asap. Charger is still awol. "
neg,No new csi tonight.  FML
neg,i think my arms are sore from tennis 
neg,wonders why someone that u like so much can make you so unhappy in a split seccond . depressed . 
neg,sleep soon... i just hate saying bye and see you tomorrow for the night. 
neg,"@statravelAU just got ur newsletter, those fares really are unbelievable, shame I already booked and paid for mine "
neg,missin' the boo 
neg,@markhardy1974 Me too  #itm
neg,Damn... I don't have any chalk! MY CHALKBOARD IS USELESS 
neg,"had a blast at the Getty Villa, but hates that she's had a sore throat all day. It's just getting worse too "
neg,@msdrama hey missed ya at the meeting  sup mama
neg,"My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!"
neg,why is it always the fat ones?! 
neg,"@januarycrimson Sorry, babe!!  My fam annoys me too. Thankfully, they're asleep right now. Muahaha. *evil laugh*"
neg,@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad 
neg,wednesday my b-day! don't know what 2 do!! 
neg,Poor cameron (the hills) 
neg,"pray for me please, the ex is threatening to start sh** at my/our babies 1st Birthday party. what a jerk. and I still have a headache "
neg,"@makeherfamous hmm  , do u really enjoy being with him ? if the problems are too constants u should think things more , find someone ulike"
neg,Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435
neg,"so rylee,grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL....."
neg,"hey, I actually won one of my bracket pools! Too bad it wasn't the one for money "
neg,"@stark YOU don't follow me, either  and i work for you!"
neg,A bad nite for the favorite teams: Astros and Spartans lose.  The nite out with T.W. was good.
neg, Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji
neg,"@mangaaa I hope they will increase the capacity fast, yesterday was such a pain. Got the fail whale +15 times in 2 hours.... "
neg,Behind on my classes for work 
neg,watching &quot;House&quot; 
neg,@kpreyes Remember my bum leg? Strikes back this time its serious 
neg,"@paradisej cool, i will. their are all kinds of complaints about this laptop online about overheating, but no recalls "
neg,Emily will be glad when Mommy is done training at her new job. She misses her.  http://apps.facebook.com/dogbook/profile/view/6176014
neg,would rather the first party send bad messages than the 3rd party send mixed ones  Sophmore year all over again?
neg,@Henkuyinepu it's overrated 
neg,@marykatherine_q i know! I heard it this afternoon and wondered the same thing. Moscow is so behind the times 
neg,laying in bed with no voice.. 
neg,I'm sooo sad!!! they killed off Kutner on House  whyyyyyyyy
neg,@jacobsummers Sorry  tell them mea culpa from me and that I really am sorry.
neg,"@Alliana07 it didn't make any sense to me, the suicide thing. I refuse to believe that that is actually what happened. "
neg,@salancaster  hope your ok.
neg,@mercedesashley Damn! The grind is inspirational and saddening at the same time.  Don't want you to stop cuz I like what u do! Much love
neg,@HibaNick yeah aw but i know i wudnt stand a chance 
neg,ugh. cant sleep. its 1:30am. 
neg,Hanging in Crooners. Wanna sing. Can't. Sucks. 
neg,@eRRe_sC aaw i miss ya all too.. im leaving to BH tomorrow &quot;morning&quot; i think.. aww i wanna go to the beach w u girls!! 
neg,Is pissed off that there's no ASBA's for a radio station. 
neg,wednesday my b-day n don't know what 2 do!  
neg,I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good. 
neg,I am in pain. My back and sides hurt. Not to mention crying is made of fail. 
neg,"Late night snack, glass of OJ b/c I'm &quot;down with the sickness&quot;, then back to sleep...ugh I hate getting sick... "
neg,@allyheman but.. but.. but.. I'm not a big fan on camilla belle 
neg,"@grum WAH I can't see clip, must be el-stupido work filters. Can't wait 'till I get a 'puter. Something else 2 blame ex 4. He broke mine "
neg,This week just seems to get longer and longer in terms of how much I need to do.. and how much I'm actually going to get done 
neg,I'm so cold 
neg,@thecoolestout Ehhh don't. Weather's gonna take a turn for the ugly tomorrow 
neg,@chelserlynn haha its so cooooold in the d! and no  but you should still go to the show. they do some incredible stuff
neg,Hoping the tummy rumbles go away soon 
neg,"@Knights_ No, no notice. They told me I'd be working tomorrow, and then I called the agency to follow up and they said it was over. "
neg,almost bedtime 
neg,I'm missing you babe..  but as long as your alive I'm happy.. Yawwwnn.. I'm tired my love imma try to sleep hopefully you had a headstart
neg,Agh...snow!!! 
neg,i miss kenny powers 
neg,"@BridgetsBeaches Thank you for letting people know, but now I'm sad that the direct message I got wasn't actually from Bridget "
neg,"...and, India missed out its 100th Test victory n 10th consecutive win without a loss. "
neg,@JonathanRKnight I guess that's a no then. 
neg,sadly is going to bed. 
neg,@ozesteph1992 Shame to hear this Stephan 
neg,@mrsaintnick hey! i'm leavin in the morning... 
neg,"Was intending to finish editing my 536-page novel manuscript tonight, but that will probably not happen. And only 12 pages are left "
neg,laid around too much today... now my head hurts 
neg,@twista202 I still haven't read the 9th&amp;10th Princess diaries  Saving Francesca made me cry at the end. Hmm those are easy books.
neg,my nokia 1110 died..  
neg,My mom might have breast cancer won't find out anything for. Like a week I'm so worried! 
neg,Going to sleep. Hoping tomorrow is a better day. 
neg,@rumblepurr lol.. wish they understood daylight savings has ended though and breakfast is an hour later  They keep waking the kids up too
neg,@onemoreproject that is lame 
neg,I don't understand... I really don't 
neg,HEROES just isn't doing it for me this season... 
neg,Living not downtown sure isn't much fun.  
neg,@jonathanchard Not calorie wise   I wish junk food was calorie free! I ate a thing of sour skittles and a big ass cherry coke!
neg,Man Work is Hard 
neg,"getting sick  time for some hot tea, studying, and then sleeeep"
neg,Getting eyebrows waxed. More pain 
neg,No phantasy star yesterday  going to work...
neg,Oh - Just got all my MacHeist 3.0 apps - sweet. Didn't get the Espresso serial no though although they said they sent it - oh well 
neg,Picked Mich St to win it all from the get go.  Was feeling pretty good about that pick all the way up until......tonight.  A's lost too 
neg,is alone downstairs...working 
neg,I feel bad for doing it 
neg,"@RyanSeacrest is it just me, or she hates anoop. i mean seriously, she's kinda mean to him. "
neg,@pinkserendipity yes sprint has 4g only in baltimore and chicago so far 
neg,I'm stuck awake in the middle of the night for the second day in a row. And I felt terrible yesterday. 
neg,Thanks for bursting my bubble 
neg,Going to school soon... can't find anything to wear!! gosh it's so hard 
neg,@marieclr I was serious  LOL
neg,@naughtyhaughty I had on my page for sooooo long!!! Until it got deleted  Sad day in history
neg,Crazy wind today = no birding  http://ff.im/1XTTi
neg,currently at work.. 
neg,Grrr.. my ipods acting weird too! Jai ho and thinking of you aren't playing the full songs.. ughh. 
neg,@penndbad send me the DVD cos I have missed out on heaps  NOT happy about that!
neg,i don't see the big deal with this website 
neg,@machineplay I'm so sorry you're having to go through this. Again.  #therapyfail
neg,@ColinDeMar Far too out of the way for rail.  any other tips?
neg,I'm not still up I swear. Why do I keep losing. gaining. losing. gaining. tweeps?  So heart wrenching.
neg,"Today I realized I am too good at hiding things, even I can't find it "
neg,"Staying at a friends house...house sitting, neighbors are SO loud-having a party "
neg,@dannyvegasbaby danny im upset that i wasnt here to watch the live chat  i was in a car. for 3 hours on a trip im soooo upset!!
neg,Check out my mug  http://www.erika-obscura.blogspot.com
neg,Borders closed at 10 
neg,Downloading NIN's new album &quot;the slip&quot; - when the hell did this come out? I'm so behind the times these days 
neg,Just woke up an already have written some e-mail... I've to go early at University today as I have to teach at 8:30 AM! 
neg,is watching the hill . . .and its making me sad 
neg,So many channels.... yet so so boring... lazy day again  may have to find a hobby
neg,@supersport I miss my buddy  ill be in NY on the 25th
neg,@robluketic  love the french. I tell people here in the south i'm qtr. french and they snarl at me.  french are beautiful people
neg,Opps.. As I said.. I still got one day remain and now problem come 
neg,"I activated my Selfcontrol block early, meaning I can't check out the new QC.  Regularizing my internal clock is might be difficult. #fb"
neg,@HillyDoP  oH NO
neg,spencer is not a good guy. 
neg,"@goodlaura What about Reese dying on #TTSC? And season finale next week.  #24 boring, Madame President is a crazy woman."
neg,"@JonathanRKnight I hate the limited letters,too.Hope you and the guys are fine?I pray for my dog,she�s not well "
neg,didn't get shit done today ~ i'm so screwed 
neg,wanttss to go out 
neg,Is not going to sleep tonite. 
neg,too worried and tired to post tonight 
neg,couldn't get shit done today ~ i'm so screwed 
neg,"Job Interview in Cardiff today, wish me luck! Got about 3 hours sleep "
neg,"@stustone Your show is whack. Way worse than whack, it's wiggety-whack.    :*(:*(:*("
neg,@DjAlizay I really don't think people choose to be that way. But I think he chose not to accept my family's help   He might be dead by now
neg,"@eloquentembrace You're going to kill me, but I've not seen DS9. I've been waiting till I can do it in one solid week sitting. "
neg,@cheechbud i think ur right!! hahaha!! 4.5 hrs now!! 
neg,i hate to see the spartans so sad 
neg,My mind and body are severely protesting this &quot;getting up&quot;  thing. Had nightmares to boot 
neg,"@MySteezRadio I'm goin' to follow u, since u didn't  LOL  GO ANGELS!"
neg,@mandayyy 
neg,@twista202 I think I want to read some books but the library doesn't have them 
neg,My nap was interrupted so many times today  Going out for Japanese with the 'rents again...
neg,Kind of longs for the bus that shows up at the end of Ghost World right now. Ugh. 
neg,@GuruMN but this is canada  canada is weird. we're supposed to get snow through wednesday. ugh.
neg,Awwh babs... you look so sad underneith that shop entrance of &quot;Yesterday's Musik&quot;  O-: I like the look of the new transformer movie 
neg,sad that the 'feet' of my macbook just fell off 
neg,I'm gonna get up late tomorrow and it's 132am here. I gonna get tipsy by my lonesome. That's...that's just sad 
neg,"I'm sweating my forthcoming trip to E3.  If I can't find someone to crash with while I'm out there, I may be screwed.  "
neg,"Has now gotten somebody to read his tweets, but cant get them to make an account. "
neg,@infinitydefines  omgawd i couldnt handle my cat being in heat all the time D: D:
neg,@DonnieWahlberg I hope i can make it to the auburn show. but its not looking good for me 
neg,@David_Henrie *thats people mag haha i couldnt fit it all in.. i dont think those pictures ever made it in the magazine tho!  haha
neg,@breadandbadger Congrats!!  i totally forgot to submit photos 
neg,"@PaulaAbdul awww, Good luck Paula!! Please don't work too hard  but I hope you have fun  Your new album is gonna be amazing!  xxx"
neg,@imaginarypeach now your leaving me  .... -gets sad-
neg,"I miss you twitter. My phone broke, now I'm using a stupid Nokia phone. Ughhh, I miss my advance phone. "
neg,SHOOTING OUTSIDE MY HOUSE :O NOT KIDDING! So SCARED 
neg,Tuesday�ll start with reflection �n then a lecture in Stress reducing techniques. That sure might become very useful for us accompaniers 
neg,What tragedy and disaster in the news this week 
neg,yes yes still trying to find a picture that will upload correclty.. 
neg,Why oh why was the Red Sox game rained out? I was so looking forward to opening day 
neg,I still can't find my keys. 
neg,@charlietm I know right. I dunno what is going on with twitter. 
neg,might be getting a sore throat again 
neg,@labelsnotlove   my home town. My mammy called all depressd.  Pls explain y a parent let their 8yr old child walk alone? Hello? Its 2009!
neg,@ircmaxell - I think I need to find better anti-depressants.  I think this Paxil/Wellbutrin combo is losing its efficacy.  
neg,@MyConnecticut Restaurant called WoodNTap has competitive eating tourney round tourney time. We place 2nd 
neg,is in the bathroom... wake up lakin. 
neg,@CaitlinOConnor i want tacos and margarhitas  telll gay i say hello&lt;3
neg,"im lonely  keep me company! 22 female, california"
neg,bad day at the betfair office 
neg,I miss him.  Can't wait to celebrate the Tar Heel win this weekend though!!
neg,I'm really cold. I don't want to go to sleep yet but there's nothing to do 
neg,@kristencampisi is this it 4 u? Its ' officially over ' 4 me this go round! 
neg,monkeys??? i just found out you my twin and you wont even write back.  i'm heartbroken
neg,@miss_om Aww  I know I felt like that yesterday at work 
neg,@SarahReedSC treaty isn't defined 
neg,missed Brent at praise band.   No fun to not have the your lead guitarist.  &lt;pout&gt;
neg,@jpfurry poor john  this is what happens when you play with fruit and a microwave! Seriously though HAVE you seen a doctor?? Xxx
neg,Missing My BFF  watching home and away it reminds me of her and me  we &lt;3 It. shout out to u courts
neg,@mandayyy   
neg,New video card is DOA. 
neg,"feeling lost, naked and confused (JK, sort of).....no iphone for me. "
neg,"Damn i am so late at filling this appraisal form, people have almost sent it .. i was so occupied in work "
neg,missed Brent at praise band.  No fun to not have your lead guitarist. &lt;pout&gt;
neg,i think to much on the past. i cant change it. i deserved so much more then wat i got. ..but why am i still thinking about him  gah
neg,has lost his ring. It's no-where to be seen 
neg,"@burgaw Ooooooh! *sealclap* See, I download shitloads of zip folders off 4chan. I have no internet moneys.  FUCK YEAH ALICIA &amp; MIKEY."
neg,Is still nursing my Nile but glad he is feeling better. I hate when my baby is sick 
neg,Is fucked to go back to IC 
neg,@Brandizzzle08 yoyoyo. my internet has been rude tonight. it JUST reconnected and I'm about to go to bed. 
neg,@jemcam well i have uni stuff and netball  but after netbal if i've done uni stuff we can
neg,@kissability Me too I is poor 
neg,help me forget 8th april &amp; 13th july! 
neg,"dierks bentley is comin' to columbus, OH!! i wanna go so bad "
neg,i have to take my sidekick back. 
neg,@chriscantore congrats! I'm totally jealous! only wish my XM was working 
neg,gr8t my face is very itchy 
neg,poor socks  luvvvvv the golden retriever!! I want one sighhhh
neg,I just saw that they found that Tracy girl in a piece of luggage... How fucking terrible 
neg,Aaaaand the nausea is back. 
neg,@DonnieWahlberg ooh I�m excited and not even going 2 be there  long love YOUTUBE!
neg,spent 1 hour to reach to Axis bank only to find out today is holiday for Mahavir Jayanti  contd..
neg,@mathewsmichael  i agree... the jobros dont update theres very often 
neg,@fishmouse it is hilarious and I linked the clip from LJ some time ago but when I went back just now it was a dead link 
neg,@DiannePulham OOOOOOOO who with? (im not neither but thats because i need to study  )
neg,"Haven't tweeted nearly all day  Posted my website tonight, hopefully that goes well  Night time!"
neg,@bostongarden I miss bentley 
neg,seriously needs to finish these job applications 
neg,"My son Vincas is sick, so I stay at home  Just three tense days at work, and I am back on holiday with kids"
neg,Whinging. My client&amp;boss don't understand English well. Rewrote some text unreadable. It's written by v. good writer&amp;reviewed correctly. 
neg,@huntermoore I don't want him to ever punch me.  
neg,sooo sick of the snow  ughh
neg,@ITS_NEMESIS ------- 
neg,@LoveMeagan it doesn't work your fan is upset 
neg,I would like to apologize for the repeated Video Games Live related tweets. I am going to have a stern discussion with Koodo soon. Stern. 
neg,@zaydia but i cant figure out how to get there / back / pay for a hotel etc 
neg,"FML: So much for seniority, bc of technological ineptness, I now have to &quot;register&quot; for classes AGAIN "
neg,feels like she slept the day away.    Not looking forward to any more bouts with my gallbladder.  At least I have pills now for the pain.
neg,@ThaStevieG but what I really want is my old bass back 
neg,Mad tired today... Callin it in early tonight  nighty night twittas
neg,"@LevenRambin: Take it easy, and be good to you. "
neg,I'm afraid I had bad code. 
neg,Think I'm going to bed. Goodniight. I hate this 
neg,"@riancurtis  i'm here, friend, and i love you."
neg,@kariajay  All this time you didn't notice I was gone...just needed DB2 is it??
neg,@aaronrva is in the bathroom and i have to pee!    
neg,@ashleyskyy but I wanted a margarita too! 
neg,@KourtneyKardash yup night workouts r the worst but unfortunetly my work schedule only allows me to go at night  its tough!
neg,Just called Hillsong again - they said they couldn't tell me where I was on the waiting list - I don't know if it's looking so good 
neg,"has 0g of milky bar left, and around 200ml of coke "
neg,@jokerrrr It stillllll hasn't arrived 
neg,"Mraow, I feel like dancing, but first art school wants to rape me some more. "
neg,@karenucol ah! I bet it does I've been like craving to play softball or basketball !!! But I have noo time 
neg,Is terrified she accidentally deleted a reference in her management assignment and hopes she doesnt get in trouble when she gets back 
neg,amazon s3 plugin not worked in my website . it need PHP 5 . but my hosting provider has only PHP 4.4  . very sad.
neg,"Argh! I was suuuper sleepy an hour ago, now I'm wide awake.  Hope I don't stay up all night. :-/"
neg,"@austinhill I wish I was!  Sold out   If you have some time let me know, I would love to hear more about what you are up to!"
neg,Just watched tropic thunder. Dreading tomorrow 
neg,@qweendassah no...he's still miss'n... 
neg,ChiefDelphi is down 
neg,"http://twitpic.com/2y2wr - according to my bro, our new puppy had a poo fight and was covered in poop  (picture stolen from him)"
neg,playing game at home! my new boss didn't call me yet... 
neg,Su yin Huen tweeted I feel unbearable guilt. I made my staff cry  http://tinyurl.com/cw2l9t
neg,Poor Joshy is sick???   those damn tejanos!
neg,My thoughts are with Sandra Cantu's family at this difficult and sad time 
neg,"@FranzGlaus I know, just wanted to let everybody know what was happening  "
neg,Michigan who?  I don't know them.                   *sigh*   Shameful!
neg,i have to fill two hours 
neg,"@alicayaba so cuuute! hey, i miss you na!  its not the same not seeing you girls everyday "
neg,@JonathanRKnight Oh! Did I mention it? &quot;Gooooood Moooorniiiiiiing&quot;  from Germany! Im back in my cage....or better...my office 
neg,throat is closing up and i had some string cheese. not a good idea 
neg,"Aww, Sandra Cantu is found dead in a suitcase  Missing children stories never seem to go good. Poor family."
neg,wishing i was home underneath my covers 
neg,walking home from school drains all my energy 
neg,"@ridley1013 I agree. The shapeshifting is a copout. I was so excited for Angela's ep, I thought it was this week.  Noah was awesome tho!"
neg,@SaveTheStrib Dang! I would have done this if I knew it was there earlier.  Any other outings planned?
neg,I wish I was better at writing. It's taking me so long to write this paper. 
neg,..and of course... I have access to my Halo 3 Mythic Map Pack re-download.. but bad news.. not the Legendary Map Pack... ugh.. 600MS... 
neg,"@vene2ia ...not yet unfortunately, another few weeks I've been told  How are you? I've been a little bit busy with my latest project."
neg,@thecoolestout Ha the sun's already gone 
neg,day 2. a lot harder than day 1. let's see how day 3 goes tomorrow. 
neg,My man crush Jake Peavy let me down  #gayforpeavy
neg,"@trishzw megafast trip, you have time during day tom/weds? Or, you going out tonight? Want to see you bad. Tried to warn you, tech fail "
neg,michigan state you make me sad 
neg,omg. my mouth is in so much pain  i just wanna sleep untill its time to take my braces off.
neg,getting annoyed easily today  &gt;&gt;&gt; biofuel proposal: getting annoyed easily today  &gt;&gt;&gt; biof.. http://tinyurl.com/ceprvs
neg,@MizzChievouz Hey girl. The site is back.  Girlyvue is back and they have even more videos. 
neg,@a5hleyf i'm spending time with my grandma early tomorrow and i can't leave skittles by herself. 
neg,just got home from watching Michigan State get tromped!   
neg,"Oh jew-bus! Two years worth of classes' work is ALOT to organize &gt;_&lt; i'm not finishing tonight, it's not possible...my bones ache "
neg,"@griffmiester no exchanging for me, my laptop hasn't arrived "
neg,@hyperbets i hope this doesn't last too long.  i feel miserable!
neg,@rcompo RACHEL! hang outage is neccessary - i was gonna be home this wekend but dumb folk make me work   so im free F and Sat until 4...
neg,@TheLeagueSF Not Fun &amp; Furious? The new mantra for the Bay 2 Breakers? It was getting 2 rambunctious;the city overreacted &amp; clamped down 
neg,@amber_benson  my hubby (for some reason) thinks it's more important he has a good spot for red carpet for the Trek Movie Premiere. Sod!
neg,"I swear no matter how long I've been getting up at 5am, it never gets any easier. Man my eyes hurts wah "
neg,@Jeffree_Star Jeffree! How do you keep your hair one color? My PERMANENT dye fades within the week 
neg,"@otakusecret my reaction too  whoa, didn't see that coming"
neg,"still sick. feeling a bit better, got some new medicine.... hope I feel good after a night of sleep. ohh, and it's suppose to snow! WTF! "
neg,"@Dangerm0use I think maybe you should get a couple more hours of sleep, hon. How productive can you be right now if ur dog tired? I worry "
neg,@maddyVA Thanks a lot. Learned a lot of new words but didn't find what I was looking for. 
neg,Wish I had all the XBLM downloads all on the gamertag 'Hitokyri'. This 5 gamertag thing is nonsense... and I'm tired of it 
neg,New Testament Test at 9:30 am   
neg,@ScoutBuck tons no hay Troll? ahhhh 
neg,stupid movies we watched... mirrors ugggggh... stooopeeed!!! rip off! 
neg,"http://twitpic.com/2y2yi - I love you, Buck. "
neg,last one!!! but still not done!!! 
neg,homework.... 
neg,I don't understand why things get taken away. I didn't have enough time with him its unfair. I want him back!! He was like my baby 
neg,Scratch that: du in heif (two in a half) cookies. My tum just can't take anymore shoog. Poots 
neg,@cococourtney i was just listening to the sweets for the first time in forever! i miss them so much  can we go to chi town for visits plz?
neg,"Geez what a busy afternoon. Meetings, emails, meetings and email and more meetings. 6pm and the day is still going! Ah its dark and "
neg,"DANG!!! ANOTHER SPRING BREAK!!!  HOW COOL IS THAT???  TOO BAD I HAVE TO WORK ALL WEEK  OH WELL, MORE MONEY FOR A PHONE.  ttyl EVERBODY!!!"
neg,@Sara_Kate Im afraid too  ( ur reply about uni from ages ago
neg,feeling down 
neg,@CarVin1 lol they are some emotional ass men!! Omg all this late night eating.. Both of us are broke 
neg,"@nick_carter Aww Nick!! I like your hair longer, why did you cut it off?  Break. My. Heart."
neg, wonder if Jon lost the net
neg,Wow. The most depressing thing in the world is losing a video that you've created in a matter of seconds.  #FML
neg,@nchokkan https://www.mycomicshop.com/search?TID=395031 But all says not in stock 
neg,@Poohpot lmao im sorry poohpot i ate it all! 
neg,Any chance  Softbelly (for @MTUB) isn't loud? 
neg,Time to move my posterior  and lose some fat. My articulation are creaking so no more running  but I�m drool for some swimming
neg,listening to nathan cry.... 
neg,today sucked. I'm gonna die without chris and callum!  wahhh!
neg,"STOU site not update, no info about 2/2552 exam, and open course, I must wait for mail notices and doc. um... "
neg,@ohsbrat30...I'm sorry. I'm feeling kinda yucky myself. 5am is going to come too quick 
neg,is in love with scrappy and is missin him already 
neg,wants to hear @seblefebvre 's song but myspace is messing with me 
neg,Bad news was Dad has cancer and is dying   Good news new business started and  I am now a life coach practising holistic weight management
neg,@duchess_rebecca Man... intervention is soo sad 
neg,HELP! I need a new boyfriend... I'm stuck in a rut 
neg,I feel like a complete idiot. I'm the only one who doesn't get how this shit works  help me 
neg,Saw an ad on Craigslist for a casting call for a female host on G4. I was totally psyched! But realized it was a hoax 
neg,Pepperoni rolls in L.A.?: I called Valentino's - they said that they had sausage rolls but no pepperoni rolls  http://tinyurl.com/cec5ka
neg,"@soillodge yes, it will be. it's only Monday "
neg,i want the new GG episode already 
neg,I miss watching Rocko's Modern Life. 
neg,RIP Sandra....its so sad    how can someone do something like that??
neg,Keeping my fingers crossed for my buddy    He is not feeling well.
neg,Wait should I eat?? Or be skinny for vegas!! I'm hungry! 
neg,"@Marge_Inovera I tried tweetdeck once and I hated it with a passion. Or it hated me, I'm not sure... "
neg,"@benackerman BTW my iPhone is acting funny, dying quickly and freezing and BS.  I'm not admitting anything, just sayin "
neg,Sitting here wondering why &quot;ED&quot; still has such a strong hold on me 
neg,@bananaface IM SORRY I GOT YOU SICK.  lol. going to bed too. NIGHT!
neg,"@carolrainbow no Internet at home, have to drive into Ox to use Internet because of builders! "
neg,@Steve_Buscemi the weather in Canada is freezing 
neg,twiggassssssss I been out of range all day  I'm back now and hopefully for good.
neg,@danadearmond 
neg,anyone who reads this pray for my Grandma. She's in pain 
neg,"#3 woke up and was having an accident - &quot;It's pushing, it's pushing!&quot; he was crying because he couldn't stop from wetting his pants.  "
neg,"Home from Franklin street, I almost jumped over a fire. Someone kicked it before I could.  Jenny lost her shoe."
neg,@johnnybeane hey! you just changed your default. 
